"","id","title","author_id","description","content","date"
"115",115,"An $^{115}$In$^+$-$^{172}$Yb$^+$ Coulomb crystal clock with $2.5	imes10^{-18}$ systematic uncertainty","H. N. Hausser, J. Keller, T. Nordmann, N. M. Bhatt, J. Kiethe, H. Liu, M. von Boehn, J. Rahm, S. Weyers, E. Benkler, B. Lipphardt, S. Doerscher, K. Stahl, J. Klose, C. Lisdat, M. Filzinger, N. Huntema","Atomic Physics (physics.atom-ph)","We present a scalable mixed-species Coulomb crystal clock based on the $^1S_0$ $leftrightarrow$ $^3P_0$ transition in $^{115}$In$^+$. $^{172}$Yb$^+$ ions are co-trapped and used for sympathetic cooling. Reproducible interrogation conditions for mixed-species Coulomb crystals are ensured by a conditional preparation sequence with permutation control. We demonstrate clock operation with a 1In$^+$-3Yb$^+$ crystal, achieving a relative systematic uncertainty of $2.5	imes10^{-18}$ and a relative frequency instability of $1.6	imes10^{-15}/sqrt{	au/1;s}$. We report on an absolute frequency measurement with an uncertainty of $1.3	imes10^{-16}$ and optical frequency ratios relative to the $^{171}$Yb$^+$ (E3) and $^{87}$Sr clock transitions with fractional uncertainties of $4.4$ and $4.7$ parts in 10$^{18}$, respectively. The latter are among the most precise measurements of frequency ratios to date and improve upon the previous uncertainty of the $^{115}$In$^+$/$^{87}$Sr ratio by two orders of magnitude. We also demonstrate operation with four $^{115}$In$^+$ clock ions, which reduces the instability to $9.2	imes10^{-16}/sqrt{	au/1;s}$.","Mon, 26 Feb 2024 18:29:12 UTC (747 KB)"
"116",116,"Multiplex measures for higher-order networks","Quintino Francesco Lotito, Alberto Montresor, Federico Battiston","Physics and Society (physics.soc-ph)","A wide variety of complex systems are characterized by interactions of different types involving varying numbers of units. Multiplex hypergraphs serve as a tool to describe such structures, capturing distinct types of higher-order interactions among a collection of units. In this work, we introduce a comprehensive set of measures to describe structural connectivity patterns in multiplex hypergraphs, considering scales from node and hyperedge levels to the system's mesoscale. We validate our measures with three real-world datasets: scientific co-authorship in physics, movie collaborations, and high school interactions. This validation reveals new collaboration patterns, identifies trends within and across movie subfields, and provides insights into daily interaction dynamics. Our framework aims to offer a more nuanced characterization of real-world systems marked by both multiplex and higher-order interactions.","Mon, 26 Feb 2024 17:56:21 UTC (2,008 KB)[v2] Tue, 27 Feb 2024 15:04:53 UTC (2,014 KB)"
"117",117,"The influence of the vorticity-scalar correlation on mixing","Xi-Yuan Yin, Wesley Agoua, Tong Wu, Wouter J.T. Bos","Fluid Dynamics (physics.flu-dyn)","We investigate the role of the correlation between a scalar quantity and the vorticity in two-dimensional mixing at infinite Péclet number. We assess, using a diffusivity independent mixing-norm, the dynamics of both Galerkin-truncated ensembles and freely evolving two-dimensional scalar mixing. Both statistical mechanics and numerical experiments show how the mixing-rate is attenuated when vorticity and scalar are initially correlated. Since the vorticity is shown to be a poorly mixing scalar, the results suggest that, in general, mixing can be enhanced by minimizing the correlation between vorticity and passive scalar.","Mon, 26 Feb 2024 17:29:16 UTC (4,698 KB)"
"118",118,"Microscopic pathways of transition from low-density to high-density amorphous phase of water","Gadha Ramesh, Ved Mahajan, Debasish Koner, Rakesh S. Singh","Chemical Physics (physics.chem-ph)","Much attention has been devoted to understanding the microscopic pathways of phase transition between two equilibrium condensed phases (such as liquids and solids). However, the microscopic pathways between non-equilibrium, non-diffusive amorphous (glassy) phases still remain poorly understood. In this work, we have employed computer simulations, persistence homology (a tool rooted in topological data analysis), and machine learning to probe the microscopic pathway of pressure-induced non-equilibrium transition between the low- and high-density amorphous (LDA and HDA, respectively) ice phases of TIP4P/2005 and ST2 water models. Using persistence homology and machine learning, we introduced a new order parameter that unambiguously identifies the LDA and HDA-like local environments. The system transitions continuously and collectively in the order parameter space via a pre-ordered intermediate phase during the compression of the LDA phase. The local order parameter susceptibilities show a maximum near the transition pressure ($P^*$) -- suggesting maximum structural heterogeneities near $P^*$. The HDA-like clusters are structurally ramified and spatially delocalized inside the LDA phase near the transition pressure. We have further investigated the (geometrical) structures and topologies of the LDA and HDA ices formed via different protocols and also studied the dependence of the microscopic pathway of phase transition in the order parameter space on the protocol followed to prepare the initial LDA phase. Finally, the method adopted here to study the microscopic pathways of transition is not restricted to the system under consideration and provides a robust way of probing phase transition pathways involving any two condensed phases at both equilibrium and out-of-equilibrium conditions.","Mon, 26 Feb 2024 17:28:31 UTC (20,239 KB)"
"119",119,"Optical control and coherent coupling of spin diffusive modes in thermal gases","P. Bevington, J. Nicholson, J. D. Zipfel, W. Chalupczak, C. Mishra, V. Guarrera","Quantum Physics (quant-ph)","Collective spins in thermal gases are at the core of a multitude of science and technology applications. In most of them, the random thermal motion of the particles is considered detrimental as it is responsible for decoherence and noise. In conditions of diffusive propagation, thermal atoms can potentially occupy various stable spatial modes in a glass cell. Extended or localized, diffusive modes have different magnetic properties, depending on the boundary conditions of the atomic cell, and can react differently to external perturbations. Here we demonstrate that few of these modes can be selectively excited, manipulated, and interrogated in atomic thermal vapours using laser light. In particular, we individuate the conditions for the generation of modes that are exceptionally resilient to undesirable effects introduced by optical pumping, such as light shifts and power-broadening, which are often the dominant sources of systematic errors in atomic magnetometers and co-magnetometers. Moreover, we show that the presence of spatial inhomogeneity in the pump, on top of the random diffusive atomic motion, introduces a coupling that leads to a coherent exchange of excitation between the two longest-lived modes. Our results indicate that systematic engineering of the multi-mode nature of diffusive gases has great potential for improving the performance of quantum technology applications based on alkali-metal thermal gases, and promote these simple experimental systems as versatile tools for quantum information applications.","Mon, 26 Feb 2024 17:16:16 UTC (4,894 KB)"
"120",120,"Recent progress in the physical principles of dynamic ground self-righting","Chen Li","Biological Physics (physics.bio-ph)","Animals and robots must be able to self-right on the ground after flipping over to survive or operate. Biology research has described various strategies and measured motor control patterns in many species. Robotics research has designed many mechanisms to enable ground self-righting. However, the physical principles governing ground self-righting transitions are relatively less known, except limited understanding in turtles with rigid shell in two dimensions. Here I review recent progress which I have led in advancing this understanding using cockroaches as model organisms, by integrating biology experiments, robotic modeling, and physics modeling.","Mon, 26 Feb 2024 17:08:14 UTC (1,825 KB)"
"121",121,"All-optical polarization scrambler based on polarization beam splitting with amplified fiber ring","Yuanjie Yu, Shiyun Dai, Qiang Wu, Yu Long, Ai Liu, Peng Cai, Ligang Huang, Lei Gao, Tao Zhu","Optics (physics.optics)","Optical-fiber-based polarization scramblers can reduce the impact of polarization sensitive performance of various optical fiber systems. Here, we propose a simple and efficient polarization scrambler based on an all optical Mach-Zehnder structure by combining polarization beam splitter and amplified fiber ring. To totally decoherence one polarization splitted beam, a fiber ring together with an amplifier are incorporated. The ratio of two orthogonal beams can be controlled by varying the amplification factor, and we observe different evolution trajectories of the output state of polarizations on Poincare sphere. When the amplification factor exceeds a certain threshold, the scrambler system exhibits chaotical behavior. A commercial single wavelength laser with linewidth of 3 MHz is utilized to characterize the scrambling performance. We found that when the sampling rate is 1.6 MSa/s, a scrambling speed up to 2000 krad/s can be obtained for the average degree of polarization being less than 0.1. We also exploit these chaotic polarization fluctuations to generate random binary number, indicating that the proposed technique is a good candidate for random bit generator.","Mon, 26 Feb 2024 16:47:03 UTC (1,411 KB)"
"122",122,"An Overview of the Development of Stereotactic Body Radiation Therapy","Yanqi Zong, Zhengrong Cui, Luqi Lin, Sihao Wang, Yizhi Chen","Medical Physics (physics.med-ph)","Stereotactic body radiation therapy (SBRT) refers to focusing high-energy rays in three-dimensional space on the tumor lesion area, reducing the dose received by surrounding normal tissues, which can effectively improve the local control rate of the tumor and reduce the probability of complications. With the comprehensive development of medical imaging, radiation biology and other disciplines, this less-fractional, high-dose radiotherapy method has been increasingly developed and applied in clinical practice. The background, radio-biological basis, key technologies and main equipment of SBRT are discussed, and its future development direction is prospected.","Mon, 26 Feb 2024 16:38:22 UTC (492 KB)"
"123",123,"A General Bayesian Algorithm for the Autonomous Alignment of Beamlines","T. W. Morris, M. Rakitin, A. Islegen-Wojdyla, Y. Du, M. Fedurin, A. C. Giles, D. Leshchev, W. H. Li, P. Moeller, B. Nash, B. Romasky, E. Stavitski, A. L. Walter","Accelerator Physics (physics.acc-ph)","Autonomous methods to align beamlines can decrease the amount of time spent on diagnostics, and also uncover better global optima leading to better beam quality. The alignment of these beamlines is a high-dimensional, expensive-to-sample optimization problem involving the simultaneous treatment of many optical elements with correlated and nonlinear dynamics. Bayesian optimization is a strategy of efficient global optimization that has proved successful in similar regimes in a wide variety of beamline alignment applications, though it has typically been implemented for particular beamlines and optimization tasks. In this paper, we present a basic formulation of Bayesian inference and Gaussian process models as they relate to multiobjective Bayesian optimization, as well as the practical challenges presented by beamline alignment. We show that the same general implementation of Bayesian optimization with special consideration for beamline alignment can quickly learn the dynamics of particular beamlines in an online fashion through hyperparameter fitting with no prior information. We present the implementation of a concise software framework for beamline alignment and test it on four different optimization problems for experiments at x-ray beamlines of the National Synchrotron Light Source II and the Advanced Light Source and an electron beam at the Accelerator Test Facility, along with benchmarking on a simulated digital twin. We discuss new applications of the framework, and the potential for a unified approach to beamline alignment at synchrotron facilities.","Mon, 26 Feb 2024 16:35:54 UTC (1,252 KB)"
"124",124,"Action potential propagation properties of a reduced Hodgkin-Huxley type model with ATP Na-K pumps","Lízia Branco, Rui Dilão","Biological Physics (physics.bio-ph)","We explore the relationship between the sodium and potassium gating variables in the Hodgkin-Huxley electrophysiology model showing that the transport of sodium and potassium are intrinsically related and may be associated with the ubiquitous ATPase mechanism responsible for energy transport to cells. This reduces the dimension of the original 4-dimensional HH model, decreasing the complexity of the model equations. With a new reduced 2-dimensional HH-type model equations, we have derived the main properties of the propagation speed and width of action potentials for axons with the ATP Na-K pumps as a function of the transmembrane capacity $C_m$ and resistivity $R$ of the gap junctions connecting the Schwann cells of the axon. We show that the action potential propagates along the axon with speed well described by $v(R, C_m)=alpha /({C_m R^{eta}})$, where $alpha $ and $eta <1$ are constants independent of the intensity stimulus of the soma. If a current stimulus is introduced at the axon, away from the soma and with an intensity above threshold, two action potential signals propagate in opposite directions of the axon, annihilating the action potential arriving from the soma.","Mon, 26 Feb 2024 16:30:23 UTC (7,351 KB)[v2] Tue, 27 Feb 2024 10:15:21 UTC (7,355 KB)"
"125",125,"Performance of high-order Godunov-type methods in simulations of astrophysical low Mach number flows","G. Leidi, R. Andrassy, W. Barsukow, J. Higl, P. V. F. Edelmann, F. K. Röpke","Solar and Stellar Astrophysics (astro-ph.SR)","High-order Godunov methods for gas dynamics have become a standard tool for simulating different classes of astrophysical flows. Their accuracy is mostly determined by the spatial interpolant used to reconstruct the pair of Riemann states at cell interfaces and by the Riemann solver that computes the interface fluxes. In most Godunov-type methods, these two steps can be treated independently, so that many different schemes can in principle be built from the same numerical framework. In this work, we use our fully compressible Seven-League Hydro (SLH) code to test the accuracy of six reconstruction methods and three approximate Riemann solvers on two- and three-dimensional (2D and 3D) problems involving subsonic flows only. We consider Mach numbers in the range from $10^{-3}$ to $10^{-1}$ in a well-posed, 2D, Kelvin--Helmholtz instability problem and a 3D turbulent convection zone that excites internal gravity waves in an overlying stable layer. We find that (i) there is a spread of almost four orders of magnitude in computational cost per fixed accuracy between the methods tested in this study, with the most performant method being a combination of a ""low-dissipation"" Riemann solver and a sextic reconstruction scheme, (ii) the low-dissipation solver always outperforms conventional Riemann solvers on a fixed grid when the reconstruction scheme is kept the same, (iii) in simulations of turbulent flows, increasing the order of spatial reconstruction reduces the characteristic dissipation length scale achieved on a given grid even if the overall scheme is only second order accurate, (iv) reconstruction methods based on slope-limiting techniques tend to generate artificial, high-frequency acoustic waves during the evolution of the flow, (v) unlimited reconstruction methods introduce oscillations in the thermal stratification near the convective boundary, where the entropy gradient is steep.","Mon, 26 Feb 2024 16:24:39 UTC (25,342 KB)"
"126",126,"Indirect pumping of alkali-metal gases in a miniature silicon-wafer cell","J. D. Zipfel, P. Bevington, L. Wright, W. Chalupczak, G. Quick, B. Steele, J. Nicholson, V. Guarrera","Quantum Physics (quant-ph)","Atom spin sensors occupy a prominent position in the scenario of quantum technology, as they can combine precise measurements with appealing miniature packages which are crucial for many applications. In this work, we report on the design and realization of miniature silicon-wafer cells, with a double-chamber configuration and integrated heaters. The cells are tested by systematically studying the spin dynamics dependence on the main pump parameters, temperature, and bias magnetic field. The results are benchmarked against cm-sized paraffin-coated cells, which allows for optimisation of operating conditions of a radio-frequency driven atomic magnetometer. In particular, we observe that, when indirect optical pumping is performed on the two cells, an analogous line narrowing mechanism appears in otherwise very different cells' conditions. Competitive results are obtained, with magnetic resonance linewidths of roughly 100 Hz at the maximum signal-to-noise ratio, in a non-zero magnetic field setting, and in an atomic shot-noise limited regime.","Mon, 26 Feb 2024 16:09:37 UTC (3,420 KB)"
"127",127,"Tropical cyclones on tidally locked rocky planets: Dependence on rotation period","Valeria Garcia, Cole M. Smith, Daniel R. Chavas, Thaddeus D. Komacek","Earth and Planetary Astrophysics (astro-ph.EP)","Tropical cyclones occur over the Earth's tropical oceans, with characteristic genesis regions and tracks tied to the warm ocean surface that provides energy to sustain these storms. The study of tropical cyclogenesis and evolution on Earth has led to the development of environmental favorability metrics that predict the strength of potential storms from the local background climate state. Simulations of the gamut of transiting terrestrial exoplanets orbiting late-type stars may offer a test of this Earth-based understanding of tropical cyclogenesis. Previous work has demonstrated that tropical cyclones are likely to form on tidally locked terrestrial exoplanets with intermediate rotation periods of $sim 8-10~mathrm{days}$. In this study, we test these expectations using ExoCAM simulations with both a sufficient horizontal resolution of 0.47$^circ$ x 0.63$^circ$ required to permit tropical cyclogenesis along with a thermodynamically active slab ocean. We conduct simulations of tidally locked and ocean-covered Earth-sized planets orbiting late-type M dwarf stars with varying rotation periods from 4-16 days in order to cross the predicted maximum in tropical cyclogenesis. We track tropical cyclones that form in each simulation and assess their location of maximum wind, evolution, and maximum wind speeds. We compare the resulting tropical cyclone locations and strengths to predictions based on environmental favorability metrics, finding good agreement between the Earth-based metrics and our simulated storms with a local maximum in both tropical cyclone frequency and intensity at a rotation period of 8 days. Our results suggest that environmental favorability metrics used for tropical cyclones on Earth may also be applicable to temperate tidally locked Earth-sized rocky exoplanets with abundant surface liquid water.","Mon, 26 Feb 2024 16:04:24 UTC (5,813 KB)"
"128",128,"Three Carleman routes to the quantum simulation of classical fluids","Sauro Succi, Claudio Sanavio, Riccardo Scatamacchia, Carlo De Falco","Fluid Dynamics (physics.flu-dyn)","We discuss the Carleman approach to the quantum simulation of classical fluids, as applied to i) Lattice Boltzmann (CLB), ii) Navier-Stokes (CNS) and iii) Grad (CG) formulations of fluid dynamics. CLB shows excellent convergence properties, but it is plagued by nonlocality which results in an exponential depth of the corresponding circuit with the number of Carleman variables. The CNS offers a dramatic reduction of the number Carleman variables, which might lead to a viable depth, provided locality can be preserved and convergence can be achieved with a moderate number of iterates also at sizeable Reynolds numbers. Finally it is argued that CG might combine the best of CLB and CNS.","Mon, 26 Feb 2024 16:04:12 UTC (607 KB)"
"129",129,"Long-range molecular energy transfer mediated by strong coupling to plasmonic topological edge states","Álvaro Buendía, Jose A. Sánchez-Gil, Vincenzo Giannini, William L. Barnes, Marie S. Rider","Mesoscale and Nanoscale Physics (cond-mat.mes-hall)","Strong coupling between light and molecular matter is currently attracting interest both in chemistry and physics, in the fast-growing field of molecular polaritonics. The large near-field enhancement of the electric field of plasmonic surfaces and their high tunability make arrays of metallic nanoparticles an interesting platform to achieve and control strong coupling. Two dimensional plasmonic arrays with several nanoparticles per unit cell and crystalline symmetries can host topological edge and corner states. Here we explore the coupling of molecular materials to these edge states using a coupled-dipole framework including long-range interactions. We study both the weak and strong coupling regimes and demonstrate that coupling to topological edge states can be employed to enhance highly-directional long-range energy transfer between molecules.","Mon, 26 Feb 2024 15:39:36 UTC (3,638 KB)"
"130",130,"Towards Efficient Quantum Computing for Quantum Chemistry: Reducing Circuit Complexity with Transcorrelated and Adaptive Ansatz Techniques","Erika Magnusson, Aaron Fitzpatrick, Stefan Knecht, Martin Rahm, Werner Dobrautz","Quantum Physics (quant-ph)","The near-term utility of quantum computers is hindered by hardware constraints in the form of noise. One path to achieving noise resilience in hybrid quantum algorithms is to decrease the required circuit depth -- the number of applied gates -- to solve a given problem. This work demonstrates how to reduce circuit depth by combining the transcorrelated (TC) approach with adaptive quantum ansätze and their implementations in the context of variational quantum imaginary time evolution (AVQITE). The combined TC-AVQITE method is used to calculate ground state energies across the potential energy surfaces of H$_4$, LiH, and H$_2$O. In particular, H$_4$ is a notoriously difficult case where unitary coupled cluster theory, including singles and doubles excitations, fails to provide accurate results. Adding TC yields energies close to the complete basis set (CBS) limit while reducing the number of necessary operators -- and thus circuit depth -- in the adaptive ansätze. The reduced circuit depth furthermore makes our algorithm more noise-resilient and accelerates convergence. Our study demonstrates that combining the TC method with adaptive ansätze yields compact, noise-resilient, and easy-to-optimize quantum circuits that yield accurate quantum chemistry results close to the CBS limit.","Mon, 26 Feb 2024 15:31:56 UTC (726 KB)"
"131",131,"Evolution of coronal mass ejections with and without sheaths from the inner to the outer heliosphere -- statistical investigation for 1975-2022","C. Larrodera, M. Temmer","Solar and Stellar Astrophysics (astro-ph.SR)","This study covers a thorough statistical investigation of the evolution of interplanetary coronal mass ejections (ICMEs) with and without sheaths, through a broad heliocentric distance and temporal range. The analysis treats the sheath and magnetic obstacle (MO) separately to gain more insight about their physical properties. In detail, we aim to unravel different characteristics of these structures occurring over the inner and outer heliosphere. The method is based on a large statistical sample of ICMEs probed over different distances in the heliosphere. For this, information about detection times for sheath and MO from 13 individual ICME catalogs were collected and cross-checked. The time information was then combined into a main catalog used as basis for the statistical investigation. The data analysis based on that covers a wealth of spacecraft missions enabling in-situ solar wind measurements from 1975--2022. This allows to study differences between solar cycles. All the structures under study (sheath, MO with and without sheath) show the biggest increase in size together with the largest decrease in density at a distance 0.75 AU. At 1 AU we find different sizes for MOs with and without sheath, with the former being larger. Up to 1 AU, the upstream solar wind shows the strongest pile-up close to the interface with the sheath. For larger distances the pile-up region seems to shift and recedes from that interface further into the upstream solar wind. This might refer to a change in the sheath formation mechanism (driven versus non-driven) with heliocentric distance, suggesting the relevance of the CME propagation and expansion behavior in the outer heliosphere. Comparison to previous studies shows inconsistencies over the solar cycle, which makes more detailed studies necessary to fully understand the evolution of ICME structures.","Mon, 26 Feb 2024 15:25:59 UTC (12,388 KB)"
"132",132,"Nonlinear spectroscopy of semiconductor moiré materials","B. Evrard, A. Ghita, T. Uto, L. Ciorciaro, K. Watanabe, T. Taniguchi, M. Kroner, A. İmamoğlu","Strongly Correlated Electrons (cond-mat.str-el)","We use time-resolved nonlinear pump--probe measurements to reveal features of semiconductor moiré materials not accessible to linear spectroscopy. With an intense, red-detuned pump pulse, we generate a high density of virtual excitons or exciton--polarons in various moiré minibands. A broadband probe pulse in turn measures the response of all optical resonances induced by the pump-generated excitations. We generically observe a coherent blue shift originating from contact-like exciton--exciton interactions. At charge neutrality, these measurements allow us to assess the spatial overlap between different optical excitations: in particular, we observe signatures of a bound biexciton state between two different moire exciton modes. For integer fillings $
u=2$ and $
u=3$ of the moiré lattice with electrons, the correlated Mott state results in a suppression of the exciton--polaron interactions, providing a nonlinear optical signature of electronic incompressibility. In stark contrast, for lower electron fillings $
u < 2$, the light shift of the attractive polaron resonance is electron density independent. Deeply localized moiré polarons are thus akin to an ensemble of non-interacting two-level atoms, subject to the single-emitter ac Stark effect. Finally, tuning the pump laser on resonance with the attractive polaron for $
u < 2$, we demonstrate the filling of the moiré lattice with localized polarons and thereby realize a nonequilibrium Bose--Fermi mixture in moiré flat bands.","Mon, 26 Feb 2024 15:02:51 UTC (1,315 KB)"
"133",133,"Uncertainty quantification by direct propagation of shallow ensembles","Matthias Kellner, Michele Ceriotti","Chemical Physics (physics.chem-ph)","Statistical learning algorithms provide a generally-applicable framework to sidestep time-consuming experiments, or accurate physics-based modeling, but they introduce a further source of error on top of the intrinsic limitations of the experimental or theoretical setup. Uncertainty estimation is essential to quantify this error, and make application of data-centric approaches more trustworthy. To ensure that uncertainty quantification is used widely, one should aim for algorithms that are reasonably accurate, but also easy to implement and apply. In particular, including uncertainty quantification on top of an existing architecture should be straightforward, and add minimal computational overhead. Furthermore, it should be easy to manipulate or combine multiple machine-learning predictions, propagating uncertainty over further modeling steps. We compare several well-established uncertainty quantification frameworks against these requirements, and propose a practical approach, which we dub direct propagation of shallow ensembles, that provides a good compromise between ease of use and accuracy. We present benchmarks for generic datasets, and an in-depth study of applications to the field of atomistic machine learning for chemistry and materials. These examples underscore the importance of using a formulation that allows propagating errors without making strong assumptions on the correlations between different predictions of the model.","Mon, 26 Feb 2024 14:51:36 UTC (1,080 KB)"
"134",134,"Magnetic resonance delta radiomics to track radiation response in lung tumors receiving stereotactic MRI-guided radiotherapy","Yining Zha (1 and 2 and 3), Benjamin H. Kann (1 and 2), Zezhong Ye (1 and 2), Anna Zapaishchykova (1 and 2 and 4), John He (2), Shu-Hui Hsu (2), Jonathan E. Leeman (2), Kelly J. Fitzgerald (2), David ","Image and Video Processing (eess.IV)","Introduction: Lung cancer is a leading cause of cancer-related mortality, and stereotactic body radiotherapy (SBRT) has become a standard treatment for early-stage lung cancer. However, the heterogeneous response to radiation at the tumor level poses challenges. Currently, standardized dosage regimens lack adaptation based on individual patient or tumor characteristics. Thus, we explore the potential of delta radiomics from on-treatment magnetic resonance (MR) imaging to track radiation dose response, inform personalized radiotherapy dosing, and predict outcomes. Methods: A retrospective study of 47 MR-guided lung SBRT treatments for 39 patients was conducted. Radiomic features were extracted using Pyradiomics, and stability was evaluated temporally and spatially. Delta radiomics were correlated with radiation dose delivery and assessed for associations with tumor control and survival with Cox regressions. Results: Among 107 features, 49 demonstrated temporal stability, and 57 showed spatial stability. Fifteen stable and non-collinear features were analyzed. Median Skewness and surface to volume ratio decreased with radiation dose fraction delivery, while coarseness and 90th percentile values increased. Skewness had the largest relative median absolute changes (22%-45%) per fraction from baseline and was associated with locoregional failure (p=0.012) by analysis of covariance. Skewness, Elongation, and Flatness were significantly associated with local recurrence-free survival, while tumor diameter and volume were not. Conclusions: Our study establishes the feasibility and stability of delta radiomics analysis for MR-guided lung SBRT. Findings suggest that MR delta radiomics can capture short-term radiographic manifestations of intra-tumoral radiation effect.","Fri, 23 Feb 2024 18:00:44 UTC (1,966 KB)"
"135",135,"High-fidelity velocity and concentration measurements of turbulent buoyant jets","Valentina Valori, Sunming Qin, Victor Petrov, Annalisa Manera","Fluid Dynamics (physics.flu-dyn)","Accurate models of turbulent buoyant flows are essential for the design of nuclear reactors thermal hydraulics and passive safety systems. However, available models fail to fully capture the physics of turbulent mixing when buoyancy becomes predominant with respect to momentum. Therefore, high-fidelity experiments of well-controlled fundamental flows are needed to develop and validate more accurate models. We analyze experiments of positive and negative turbulent buoyant jets, both in uniform and stratified environments, with the aim of understanding the thermal hydraulics of turbulent mixing with variable density and providing high-fidelity data for the development and validation of turbulence models. Non-intrusive, simultaneous Particle Image Velocimetry and Laser Induced Fluorescence measurements were carried out to acquire instantaneous velocity and concentration fields on a vertical section parallel to the axis of a jet in the self-similar region. The Refractive Index Matching method was applied to measure high-resolution buoyant jets with up to 8.6% density difference. These data are free of the typical errors that characterize optical measurements of buoyancy driven flows (e.g., natural and mixed convection) where the refractive index of the fluid is inhomogeneous throughout the measurement domain. Turbulent statistics and entrainment of buoyant jets in uniform and stratified environments are presented. These data are compared with non-buoyant jets in uniform environment, as a reference to investigate the effects of buoyancy and stratification on turbulent mixing. The results will be used for the assessment of current turbulence models and as basis for the development of a new one that captures turbulent mixing.","Mon, 26 Feb 2024 14:41:09 UTC (1,100 KB)"
"136",136,"A simple model for multiple coincidece SiPM dark noise","VAlerio Bocci","Instrumentation and Detectors (physics.ins-det)","Silicon photomultipliers are photon sensors based on an array of pixels, each consisting of a single photon avalanche photodiode (SPAD). Reading of the array is not done on a single-pixel basis, but all pixels are read simultaneously. Because of thermal agitation and other phenomena, each pixel can fire even in the dark with a small but not zero probability of adding to the output signal a fixed current. Each pixel has an average random event rate, and the dark noise rate is due to the sum of any pixel contribution. Statistically, two or more pixels may fire simultaneously, giving a current signal equal to the sum of the pixels involved. This eventuality has a lower probability of a more significant number of fired pixels. This paper aims to find simple formulas that relate dark noise and the rate of having multiple multiplicity events.","Mon, 26 Feb 2024 14:38:00 UTC (1,095 KB)"
"137",137,"Saddle Point Search Algorithms for Variational Density Functional Calculations of Excited Electronic States with Self-Interaction Correction","Yorick Leonard Adrian Schmerwitz, Núria Urgell Ollé, Gianluca Levi, Hannes Jónsson","Chemical Physics (physics.chem-ph)","Excited electronic states of molecules and solids play a fundamental role in fields such as catalysis and electronics. In electronic structure calculations, excited states typically correspond to saddle points on the surface described by the variation of the energy as a function of the electronic degrees of freedom. A direct optimization algorithm based on generalized mode following is presented for density functional calculations of excited states. While conventional direct optimization methods based on quasi-Newton algorithms usually converge to the stationary point closest to the initial guess, even minima, the generalized mode following approach systematically targets a saddle point of a specific order l by following the l lowest eigenvectors of the electronic Hessian up in energy. This approach thereby recasts the challenging saddle point search as a minimization, enabling the use of efficient and robust minimization algorithms. The initial guess orbitals and the saddle point order of the target excited state solution are evaluated by performing an initial step of constrained optimization freezing the electronic degrees of freedom involved in the excitation. In the context of Kohn-Sham density functional calculations, typical approximations to the exchange-and-correlation functional suffer from a self-interaction error. The Perdew and Zunger self-interaction correction can alleviate this problem, but makes the energy variant to unitary transformations in the occupied orbital space, introducing a large amount of unphysical solutions that do not fully minimize the self-interaction error. An extension of the generalized mode following method is proposed that ensures convergence to the solution minimizing the self-interaction error.","Mon, 26 Feb 2024 14:30:34 UTC (7,787 KB)"
"138",138,"A new indicator for the AMOC strength still gives no indication of an imminent collapse","Erhard Reschenhofer","Atmospheric and Oceanic Physics (physics.ao-ph)","The results of a recent simulation with a complex global climate model suggest that the overturning component of the freshwater transport at the southern boundary of the Atlantic could be used as an early-warning indicator of an AMOC collapse. However, there are two shortcomings. Firstly, the simulation is based on some implausible assumptions. It is therefore not clear whether this new indicator will still be helpful in a more realistic setting. Secondly, the statistical methods employed in the simulation work only for time series that are much longer than the currently available historical series. As not much can be done in the short term about the first issue, this paper focuses on the second issue. It is shown that it is possible to use alternative statistical methods that can do the job at least as well and, moreover, are also suitable for short series. Applying these more appropriate methods to historical data obtained with an ocean reanalysis system, no indication of an imminent AMOC collapse is found.","Mon, 26 Feb 2024 14:29:35 UTC (351 KB)"
"139",139,"Sparse Autoregressive Neural Networks for Classical Spin Systems","Indaco Biazzo, Dian Wu, Giuseppe Carleo","Statistical Mechanics (cond-mat.stat-mech)","Efficient sampling and approximation of Boltzmann distributions involving large sets of binary variables, or spins, are pivotal in diverse scientific fields even beyond physics. Recent advancements in generative neural networks have significantly impacted this domain. However, those neural networks are often treated as black boxes, with architectures primarily influenced by data-driven problems in computational science. Addressing this gap, we introduce a novel autoregressive neural network architecture named TwoBo, specifically designed for sparse two-body interacting spin systems. We directly incorporate the Boltzmann distribution into its architecture and parameters, resulting in enhanced convergence speed, superior free energy accuracy, and reduced trainable parameters. We perform numerical experiments on disordered, frustrated systems with more than 1000 spins on grids and random graphs, and demonstrated its advantages compared to previous autoregressive and recurrent architectures. Our findings validate a physically informed approach and suggest potential extensions to multi-valued variables and many-body interaction systems, paving the way for broader applications in scientific research.","Mon, 26 Feb 2024 14:02:14 UTC (204 KB)"
